Market_Name,Product_Name,Price
Carrefour,Uludağ Frutti Limon 6X200 Ml,26.75
Carrefour,Uludağ Frutti Elma 6X200 Ml,26.75
Carrefour,Yumoş Extra Konsantre Çamaşır Yumuşatıcısı Lilyum 1440 ML 60 Yıkama,41.97
Carrefour,"Ariel Dağ Esintisi 1,5 Kg AquaPudra Toz Çamaşır Deterjanı",41.5
Migros,Ace Ultra Powerjel Dağ Ferahlığı 3 Kg,69.9
Carrefour,Yumoş Extra Doğal Özler Konsantre Çamaşır Yumuşatıcısı Aloe Vera 1200 ML 50 Yıkama,41.97
Carrefour,"Ariel Dağ Esintisi Renklilere Özel 1,5 kg AquaPudra Toz Çamaşır Deterjanı",41.5
Migros,Alo Platinum 7 Kg Fairy Etkili Renkliler Aquapudra Toz Deterjan,192.5
Migros,"Ariel OXI 1,2 Kg AquaPudra Toz Çamaşır Deterjanı",34.25
Migros,Alo Platinum 7 Kg Fairy Etkili Beyazlar Aquapudra Toz Deterjan,192.5
Carrefour,Yumoş Doğal Özler Konsantre Çamaşır Yumuşatıcısı Hassas Ciltler İçin 1200 ML 50 Yıkama,41.97
Carrefour,Solo Tuvalet Kağıdı 32'li,164.9
Carrefour,Solo Havlu 6'lı,68.53
Carrefour,Selpak Havlu 6'lı,76.93
Migros,Familia Peçete 200'lü,57.9
Carrefour,Uni Baby Aktif Islak Mendil 72'li,10.98
Migros,Fairy 650 ml Sıvı Bulaşık Deterjanı Limon,24.5
Migros,Fairy 650 ml Sıvı Bulaşık Deterjanı Nar,24.5
Migros,Fairy 650 ml Sıvı Bulaşık Deterjanı Portakal,24.5
Migros,Finish Quantum Max 58 Kapsül Bulaşık Makinesi Deterjanı,259.9
Migros,Fairy Platinum Plus 60 Yıkama Bulaşık Makinesi Deterjanı Kapsülü,277.25
Carrefour,Fairy Hepsi Bir Arada 36 Yıkama Bulaşık Makinesi Deterjanı Kapsülü Limon Kokulu,101.8
Migros,Fairy 650 ml Sıvı Bulaşık Deterjanı Elma,24.5
Carrefour,Fairy Platinum Plus 22 Yıkama Bulaşık Makinesi Deterjanı Kapsülü,118.9
Migros,Finish Quantum Max 22 Kapsül Bulaşık Makinesi Deterjanı,114.9
Carrefour,Fairy Platinum Plus 40 Yıkama Bulaşık Makinesi Deterjanı Kapsülü,203.5
Migros,Finish Quantum Max 40 Kapsül Bulaşık Makinesi Deterjanı,189.9
Migros,"Dixi Yüzey Temizleyici Çam 2,5 L",34.9
Migros,Mr Muscle Jel Lavabo Açıcı 1L,74.9
Migros,Pronto Ahşap Yüzey Temizleyici Klasik 2.5L,149.9
Migros,Raid Hamam Böceği Yemi 6’lı Her Tablet ile 3 Ay Koruma,43.9
Migros,Pronto Ahşap Yüzey Temizleyici Portakal 2'li Paket 2x750ml,109.9
Migros,Pronto Mobilya Spreyi Klasik 300ml,79.9
Migros,Pronto Ahşap Yüzey Temizleyici Klasik 750ml,59.9
Migros,Raid Karınca Yemi 2'li Her Tablet ile 3 Ay Koruma,40.9
Migros,Mr Muscle Kireç Sökücü Tuvalet Temizleyici Jel 750ml,59.9
Migros,Mr Muscle Klozet Jel Blok Tuvalet Temizleyici Marine 36g,59.9
Migros,Mr Muscle Advanced Power Mutfak Temizleyici Limon 750ml,49.9
Migros,Mr Muscle Advanced Power Banyo Temizleyici 750ml,49.9
Migros,Raid Elekro Likit 1 Yedek 45 Gece (Sivrisineklere Karşı),52.9
Migros,Detan 60 Gece Elektrolikit Cihaz + Yedek,83.75
Migros,Scotch Brite Yeşil Tırnak Koruyuculu Sünger 8'li,50.75
Carrefour,Scotch Brite Yeşil Klasik Sünger 8'li,49.75
Carrefour,Selpak Kağıt Bez,47.53
Carrefour,Parex Tornado Temizlik Seti,179.9
Carrefour,Koroplast Mikrofiber Yağ - Kir Sökücü Mutfak Bezi,15.45
Migros,Parex Twister Temizlik Seti,392.9
Carrefour,Koroplast Mikrofiber Mutfak Bezi 2'li,19.98
Migros,Parex Jetset Ultra Otomatik Temizlik Seti,320.9
Carrefour,Koroplast Mikrofiber Banyo Bezi 2'li,19.98
Migros,Parex Twister Mop Yedek,56.25
Carrefour,Parex Mikrofiber Etkin Yer Temizlik Sistemi Yedek,76.0
Carrefour,Koroplast Çok Amaçlı Mikrofiber Bez 2'li,19.98
Migros,Parex Fışfış Bulaşık Fırçası,26.5
Carrefour,Koroplast Mikrofiber Cam Bezi,15.45
Carrefour,Parex Süpürgeç Yer Temizlik Sistemi,140.9
Migros,Koroplast Ekstra Dayanıklı Çöp Torbası Battal Boy,72.9
Migros,Oral-B Diş Fırçası 3 Boyutlu Beyazlık 40 Orta 1 Alana 1 Bedava Paketi,59.9
Migros,Colgate 2-5 Yaş Ekstra Yumuşak Çocuk Diş Fırçası,39.9
Migros,Oral-B Pro-Expert Stages Çocuk Diş Macunu Frozen & Cars 75 ml (2 - 6 Yaş),49.9
Migros,Oral-B Diş Fırçası Complete Ekstra Uzun Kıllar 40 Orta 1 Alana 1 Bedava Paketi,59.9
Migros,Oral-B Stages Çocuk Diş Fırçası ( 6-12 Yaş ),39.9
Carrefour,Oral-B Pro 500 Şarj Edilebilir Diş Fırçası Cross Action,599.94
Migros,Oral-B Diş Fırçası Pro-Flex 3 Boyutlu Beyazlık Luxe 40 Orta,49.9
Carrefour,Colgate Bamboo Charcoal Yumuşak Diş Fırçası,49.95
Migros,Colgate 360 Gelişmiş 4 Yönlü Koruma Orta Diş Fırçası,79.9
Migros,Colgate FoamSoft Siyah Diş Eti Masajı Yumuşak Diş Fırçası,99.9
Migros,Colgate Total Gelişmiş Beyazlık Beyazlatıcı Diş Macunu 75 ml,99.9
Migros,Difaş Pro-Clinic Seyahat Seti,39.95
Migros,Oral-B Diş İpi Satin Tape 25 m,49.9
Carrefour,L'Oréal Paris Elseve 6 Mucizevi Yağ Besleyici Bakım Şampuanı 450 ml,37.74
Carrefour,L'Oreal Paris Elseve Dream Long Onarıcı Bakım Şampuanı 360ml,32.7
Carrefour,L'Oréal Paris Elseve Colorvive Renk Koruyucu Bakım Şampuanı 450 ml,37.74
Carrefour,L'Oréal Paris Elseve Komple Direnç Dökülme Karşıtı Bakım Kremi 360 ml,37.95
Carrefour,L'Oréal Paris Elseve Mucizevi Hindistan Cevizi Yağı Ağırlaştırmayan Besleyici Şampuan 450 ml,37.74
Carrefour,L'Oréal Paris Elseve Komple Onarıcı 5 Yapılandırıcı Bakım Şampuanı 450 ml,37.74
Carrefour,L'Oréal Paris Elseve Komple Direnç Dökülme Karşıtı Şampuan 360 ml,32.7
Carrefour,L'Oréal Paris Elseve 6 Mucizevi Yağ Besleyici Bakım Şampuanı 360 ml,32.7
Carrefour,L'Oréal Paris Elseve Turunculaşma Karşıtı Mor Şampuan 200ml,62.45
Carrefour,L'Oréal Paris Elseve Colorvive Renk Koruyucu Bakım Şampuanı 360 ml,32.7
Carrefour,L'Oréal Paris Elseve Hydra [Hyaluronic] Nem Dolduran Şampuan 390ml,37.74
Carrefour,L'Oréal Paris Elseve Dream Long Uzun Saç Kurtarıcı Maske 300ml,54.95
Carrefour,L'Oréal Paris Elseve Hydra [Hyaluronic] Nemi Hapseden Saç Bakım Kremi 390ml,41.45
Carrefour,L'Oréal Paris Elseve Turunculaşma Karşıtı Renk Düzeltici Mor Maske 150ml,62.45
Carrefour,L'Oréal Paris Elseve 6 Mucizevi Yağ Besleyici Bakım Kremi 360 ml,37.95
Migros,Koleston Naturals Saç Boyası 6/0 Koyu Kumral,45.9
Carrefour,Palette Göz Alıcı Renkler 7-0 Kumral,13.5
Carrefour,L’Oréal Paris Excellence Creme Nude Renkler Saç Boyası – 7U Nude Kumral,50.36
Carrefour,L'Oréal Paris Elseve Mucizevi Yağ Saç Güzelleştirici Krem 150 ml - Kuru ve Sert Saçlar,39.95
Carrefour,Palette Kalıcı Doğal Renkler 7-5 Açık Karamel,13.5
Carrefour,L'Oréal Paris Elseve Komple Onarıcı 5 Yapılandırıcı Bakım Şampuanı 2'si 1 Arada 450 ml,37.74
Carrefour,L'Oréal Paris Elseve Mucizevi Canlandırıcı Bakım Yağı 100 ml,57.45
Carrefour,Koleston Set Saç Boyası 5/37 Kışkırtıcı Kahve,93.9
Carrefour,L'Oréal Paris Elseve Komple Onarıcı 5 S.O.S Koruyucu - Kurtarıcı Bakım Kremi 200 ml,34.95
Carrefour,L’Oréal Paris Excellence Creme Nude Renkler Saç Boyası – 10U Nude Açık Sarı,50.36
Carrefour,L'Oréal Paris Elseve Hydra [Hyaluronic] Nem ile Dolgunlaştıran Serum 150ml,59.95
Carrefour,L'Oréal Paris Elseve Hydra [Hyaluronic] 72 Saat Nem ile Dolgunlaştıran Maske 300ml,59.95
Carrefour,L’Oréal Paris Excellence Creme Nude Renkler Saç Boyası – 8U Nude Koyu Sarı,50.36
Migros,Koleston Naturals Saç Boyası 11/7 Vanilya Sarısı,45.9
Carrefour,Palette Göz Alıcı Renkler 4-88 Koyu Kızıl,13.5
Carrefour,Palette Kalıcı Doğal Renkler 5-0 Açık Kahve,13.5
Migros,Koleston Naturals Saç Boyası 6/73 Ayışığı Kahvesi,45.9
Carrefour,Palette Deluxe Yoğun Renkler 7-36 Küllü Kestane,36.54
Carrefour,Koleston Set Saç Boyası 3/4 Koyu Kestane,93.9
Carrefour,Palette Deluxe Yoğun Renkler 6-68 Karamel Kahve,36.54
Carrefour,Palette Göz Alıcı Renkler 3-65 Çikolata Kahve,13.5
Carrefour,L’Oréal Paris Excellence Creme Nude Renkler Saç Boyası – 3U Nude Koyu Kahve,50.36
Carrefour,L’Oréal Paris Excellence Creme Nude Renkler Saç Boyası – 4U Nude Kahve,50.36
Migros,Koleston Naturals Saç Boyası 8/0 Açık Kumral,45.9
Carrefour,Palette Göz Alıcı Renkler 7-77 Yoğun Bakır,13.5
Carrefour,Le Petit Marseillais Kayısı Ve Fındık Duş Jeli 650 Ml,58.14
Migros,Balmy Çilek Sabunlu Banyo Lifi,29.9
Carrefour,Old Spice Duş Jeli 400 ml Booster,102.83
Carrefour,Le Petit Marseillais Duş Jeli Elma 400 Ml,47.94
Migros,Orkid Ultra Extra Hijyenik Ped Uzun Süper Ekonomik Paket 22 Ped,53.25
Migros,Kotex Günlük Ped Normal 56'lı,53.5
Migros,Orkid Platinum Hijyenik Ped Uzun Tekli Paket 7 Ped,25.75
Migros,Kotex Günlük Ped Normal 34'lü,39.9
Migros,Kotex Regl Gece Külodu 2'li,42.9
Migros,Orkid Platinum Hijyenik Ped Gece Tekli Paket 6 Ped,25.75
Migros,Orkid Günlük Ped Günlük Koruma Dev Ekonomi Paketi 48 Ped (Tekli Paketlerde),47.5
Carrefour,Orkid Günlük Ped Deofresh Normal Ekonomik Paket 40 Ped,52.25
Migros,Orkid Günlük Ped Normal Ekonomik Paket 40 Ped,47.9
Migros,Orkid Ultra Extra Hijyenik Ped Uzun Tekli Paket 7 Ped,20.9
Migros,Kotex İnce Günlük Parfümlü 18'li,15.25
Migros,Garnier Nem Bombası Yorgunluk Karşıtı Kağıt Yüz Maskesi,39.9
Carrefour,Garnier Süt Bombası Besleyici Kağıt Yüz Maskesi Hindistan Cevizi,38.95
Carrefour,Garnier Saf & Temiz Siyah Nokta Karşıtı Kömürlü Temizleme Jeli 200 ml,119.94
Carrefour,Garnier Süt Bombası Besleyici Kağıt Yüz Maskesi Badem Sütü,38.95
Migros,Garnier Hyaluronik Asit Sıkılaştırıcı Ampul Kağıt Yüz Maskesi,49.9
Carrefour,L'Oréal Paris Yaş Uzmanı 60+ Kırışıklık Karşıtı Besleyici Krem,99.95
Migros,Garnier Hyaluronik Asit Sıkılaştırıcı Ampul Kağıt Yüz Maskesi,49.9
Carrefour,L'Oréal Paris Revitalift %5 Saf Glikolik Asit Peeling Etkili Tonik 180ml,99.95
Carrefour,L'Oréal Paris Revitalift %5 Saf Glikolik Asit Peeling Etkili Tonik 180ml,99.95
Migros,Garnier C Vitamini Parlaklık Verici Kağıt Yüz Maskesi,39.9
Migros,Garnier Niasinamid Detoks Etkili Ampul Kağıt Yüz Maskesi,49.9
Carrefour,Garnier Hyaluronik Gül Jel-Krem - Parlak ve Yatışmış Bir Cilt İçin Günlük Bakım Kremi,137.94
Carrefour,Garnier C Vitamini Parlak Günlük Nemlendirici Jel 50ml,91.96
Carrefour,Garnier C Vitamini Yorgunluk Karşıtı Ampul Kağıt Yüz Maskesi,19.96
Carrefour,Garnier Saf & Temiz Siyah Nokta Karşıtı Kömürlü Peeling 150 ml,79.96
Migros,Golden Rose Color Expert Nail Lacquer No:08,23.9
Carrefour,Maybelline New York Super Stay Matte Ink Likit Mat Ruj - 330 Innovator- Kırmızı,95.94
Carrefour,Maybelline New York Fit Me Matte+Poreless Fondöten - 220 Natural Beige,191.94
Carrefour,Maybelline New York Falsies Lash Lift Siyah Maskara,191.94
Carrefour,Maybelline New York The Colossal Go Extreme Leather Black Maskara - Ekstra Siyah,149.94
Migros,Golden Rose Color Expert Nail Lacquer No:06,23.9
Carrefour,Maybelline New York Brow Satin Çift Taraflı Kaş Kalemi - 01 Açık Ton,77.94
Carrefour,Maybelline New York Super Stay Matte Ink Likit Mat Ruj - 320 Individualist- Kırmızı,167.94
Carrefour,Maybelline New York Superstay Active Wear Fondöten- 40 Fawn,221.94
Carrefour,Maybelline New York Superstay Active Wear Fondöten- 30 Sand,221.94
Carrefour,Maybelline New York Fit Me Matte+Poreless Fondöten - 112 Soft Beige,191.94
Carrefour,L'Oréal Paris True Match Pudra 3.R/3.C Rose Beige,131.94
Carrefour,Maybelline New York Color Sensational Dudak Kalemi - 50 Dusty Rose (Nude Pembe),101.94
Carrefour,Maybelline New York Fit Me Matte+Poreless Fondöten - 112 Soft Beige,191.94
Carrefour,L'Oréal Paris True Match Pudra 3.R/3.C Rose Beige,131.94
Carrefour,Maybelline New York Brow Satin Çift Taraflı Kaş Kalemi - 01 Açık Ton,77.94
Carrefour,Maybelline New York Superstay Active Wear Fondöten- 03 True Ivory,221.94
Migros,Maybelline New York Colossal Curl Bounce Maskara,319.9
Carrefour,Garnier Micellar C Vitamini Kusursuz Makyaj Temizleme Suyu 400ml,70.14
Migros,Maybelline New York Colossal Curl Bounce Maskara,319.9
Carrefour,Garnier Micellar C Vitamini Kusursuz Makyaj Temizleme Suyu 400ml,70.14
Migros,Golden Rose Color Expert Nail Lacquer No:04,23.9
Migros,Golden Rose Color Expert Nail Lacquer No:106,23.9
Migros,Golden Rose Color Expert Nail Lacquer No:102,23.9
Carrefour,Maybelline New York Fit Me Matte+Poreless Fondöten - 104 Soft Ivory,191.94
Carrefour,Gillette Tıraş Köpüğü 300 ml,47.25
Carrefour,Gillette Tıraş Köpüğü Normal 200 ml,37.75
Carrefour,İpek Hidrofil Pamuk 100 G,22.4
Carrefour,Canped Mesane Pedi Yoğun 10'lu,40.15
Migros,Durex Intense 20'li,234.9
Carrefour,One Up C Vitamini 1000 Mg 30 Tablet,45.8
Carrefour,One Up C Vitamini 1000 Mg 30 Tablet,29.9
Migros,Durex Maraton 20'li,234.9
Carrefour,Getwell Haftalık İlaç Kutusu,13.56
Carrefour,Okey Nirvana Sens 8'li,142.9
Carrefour,Nature's Supreme Vitamin C + Zinc 20 Efervesan Tablet,45.8
Carrefour,Nature's Supreme Sambucus Nigra 20 Efervesan Tablet,55.15
Carrefour,Okey Zero Kayganlaştırıcı Jel 100 ml,73.43
Carrefour,Garnier Mineral Ultra Kuru Roll-On Deodorant,51.03
Carrefour,Garnier Mineral Termal Koruma Sprey Deodorant,51.03
Carrefour,Garnier Mineral Termal Koruma Roll-On Deodorant,51.03
Carrefour,Garnier Mineral Saf ve Temiz Roll-On Deodorant,51.03
Carrefour,Garnier Mineral Lekesiz Koruma Çiçeksi Koku,51.03
Carrefour,Balmy Cımbız Dar Uç,24.75
Carrefour,Balmy Cımbız Yan Uç,24.75
Migros,Hipp Organik Kayısı Püresi 125 G,24.9
Migros,Hipp Organik Erik Püresi 125 G,24.9
Migros,Hipp Organik Bebek Bisküvisi 180 G,42.9
Migros,Aptamil 3 Devam Sütü 800 G 9-12 Ay Akıllı Kutu,269.9
Migros,Aptamil 1 Bebek Sütü 350 G 0-6 Ay Akıllı Kutu,139.9
Migros,Hipp Organik Elma Püresi 125 G,24.9
Carrefour,Arılac 7 Tahıllı Gece Kaşık Maması 200 G,23.9
Migros,Aptamil 3 Devam Sütü 350 G 9-12 Ay Akıllı Kutu,139.9
Migros,Hipp Organik Akdeniz Sebzeleri 190 G,26.9
Carrefour,BRITA MAXTRA+ Yedek Su Filtresi - İkili,119.94
Carrefour,BRITA MAXTRA+ Yedek Su Filtresi - Tekli,65.94
Carrefour,BRITA Marella XL Filtreli Su Arıtma Sürahisi - Mavi,299.94
Migros,Dynamic Fullface Yüzücü Maskesi,149.9
Carrefour,Umet Şipşak Mangal,69.9
Carrefour,Gojo Oto Yıkama Süngeri,31.95
Carrefour,Gojo Oto Yıkama Süngeri,31.95
Carrefour,Gojo Lastik Parlatma Süngeri,12.9
Carrefour,Gojo Buz Kazıyıcı,19.99
Carrefour,Fly Akordiyon Silikon Kalem Çanta Figürlü,79.99
Migros,Barbie Sihirli Dönüşen Balerinler,89.99
Carrefour,Barbie Sonsuz Hareket,229.99
Migros,Polly Pocket & Arkadaşları,47.9
Migros,Barbie Işıltılı Gökkuşağı Denizkızı,329.99
Migros,Barbie Pembe Gardrop,249.9
Carrefour,Clementoni Bilim ve Oyun - Kokulu Sabunlar,69.99
Migros,Clementoni Bilim ve Oyun - Çılgın Slime,89.99
Migros,Clementoni Bilim ve Oyun - Eğlenceli Kristaller,89.9
Migros,Barbie Kariyer Bebekleri,149.99
Migros,Clementoni Bilim ve Oyun - Çılgın Toplar,89.9
Migros,Uykusuz,13.0
Migros,Bilim Çocuk,9.0
Migros,Burda Büyük Beden,35.0
Carrefour,Evim,25.9
Migros,Origami Türkiye Dergisi,35.0
Carrefour,Burda,37.5
Migros,Kral Şakir,29.5
Migros,Yeni Şafak Gazetesi,1.5
Migros,Bütün Dünya,15.0
Carrefour,Form Sante,30.0
Carrefour,Kafka Okur,20.0
Migros,Maxi Bulmaca,42.9
Migros,Gong Profesyonel Sudoku,42.9
Migros,Maison Française Emlak Yaşam,49.0
Migros,Eğlenceli Dergi,45.0
Migros,Dergi Festivali,55.0
Migros,Miraculous,35.0
Migros,Junior Science Activity,29.9
Migros,Yeşil Atlas,75.0
Migros,Dergi Şenliği,39.0
Migros,Blue Jean,39.9
Carrefour,"Yüzmek, Yaşamak ve Olma Arzusu",48.3
Migros,Oyun Kulübü,39.0
Migros,House Beautiful Specıal,55.0
Migros,Instyle Türkiye,40.0
Carrefour,Popular Science,19.9
Carrefour,All About Space,26.9
Migros,Oto Haber,30.0
Migros,Hobi Dünyası,29.9
Migros,Araştırmacı Çocuk Dergisi,35.0
Carrefour,Kaplanın Sırtında,59.5
Migros,Bilge Çocuk,19.0
Migros,Keşif Zamanı,39.0
Migros,Ev Bahçe Rüya Bahçeleri,39.9
Carrefour,İstanbul Life,30.0
Carrefour,İstanbul Life,30.0
Migros,Maxi Kare Bulmaca,42.9
Carrefour,Elle,35.0
Migros,Bulmaca Dergisi,35.0
Migros,Burda Hobi,40.0
Migros,Lezzet,24.0
Migros,Leman,12.0
Carrefour,Whiskas Tavuklu Konserve Kedi Maması 400 G,25.95
Migros,Remington Pg2000 G2 Erkek Bakım Seti,349.9
Migros,Arzum AR690 Tripper Seyahat Ütüsü,649.9
Carrefour,Philips HD2581/90 Ekmek Kızartma Makinesi,619.0
Migros,Philips Bg1024/15 Erkek Vücut Bakım Kiti,369.9
Carrefour,Ttec Micro Usb Kablosu Beyaz,34.93
Carrefour,Ttec Alumicable İphone Şarj Kablosu Uzay Grisi,69.93
Carrefour,Alcatel 1068D Beyaz Tuşlu Telefon,799.0
Migros,Logitech G G402 Hyperion Fury Oyuncu Mouse,679.0
